政府工作报告|||Rapport d'activité du gouvernement
加强生态系统保护和修复，全面划定并严守生态保护红线，完成造林1亿亩以上，耕地轮作休耕试点面积增加到3000万亩，加强地下水保护和修复，扩大湿地保护和恢复范围，深化国家公园体制改革试点。|||En ce qui concerne la protection et la reconstitution des écosystèmes, il faudra tracer une ligne à ne pas franchir, reboiser plus de 100 millions de mu [environ 6,67 millions d'hectares], augmenter la superficie des expériences pilotes de jachère et de rotation des cultures à 30 millions de mu [2 millions d'hectares], renforcer la protection et la reconstitution des nappes phréatiques, étendre l'échelle de protection et de restauration des écosystèmes dans les terres humides, et poursuivre en profondeur les expériences pilotes de la réforme du système des parcs nationaux.
严控填海造地。|||La poldérisation sera strictement contrôlée.
严格环境执法和问责。|||En matière de protection de l'environnement, l'application de la loi et la poursuite en responsabilité seront rendues plus rigoureuses.
我们要携手行动，建设天蓝、地绿、水清的美丽中国。|||Nous devons tous passer à l'action pour construire une belle Chine au ciel bleu, aux montagnes verdoyantes et aux eaux limpides.
（五）大力实施乡村振兴战略。|||Mettre en œuvre la stratégie de redressement des régions rurales.
科学制定规划，健全城乡融合发展体制机制，依靠改革创新壮大乡村发展新动能。|||Il faut élaborer des programmes rationnels de redressement des régions rurales, parfaire le système et les mécanismes de développement intégré des villes et des campagnes, accroître, grâce à la réforme et à l'innovation, les nouveaux moteurs de développement des régions rurales.
推进农业供给侧结构性改革。|||Poursuivre la réforme structurelle du côté de l'offre dans l'agriculture.
促进农林牧渔业和种业创新发展，加快建设现代农业产业园和特色农产品优势区。|||On encouragera l'innovation dans l'agriculture, la sylviculture, l'élevage, la pêche et la culture de semences, et accélérera la construction de parcs agro-industriels modernes et de zones de produits agricoles locaux compétitifs.
坚持提质导向，稳定和优化粮食生产。|||On stabilisera et optimisera la production agricole en mettant l'accent sur la qualité.
加快消化粮食库存。|||L'absorption des stocks céréaliers sera accélérée.
发展农产品加工业。|||On développera l'industrie agro-alimentaire.
新增高标准农田8000万亩以上、高效节水灌溉面积2000万亩。|||On augmentera de plus de 80 millions de mu [environ 5,33 millions d'hectares] les champs à haut rendement et de 20 millions de mu [environ 1,33 million d'hectares] la superficie de l'irrigation goutte à goutte.
培育新型经营主体，提高农业科技水平，推进农业机械化全程全面发展，加强面向小农户的社会化服务。|||On formera de nouveaux exploitants agricoles, augmentera le niveau scientifique et technique de l'agriculture, fera progresser la mécanisation agricole sur tous les processus et tous les maillons, et améliorera les services socialisés aux petits foyers paysans.
鼓励支持返乡农民工、大中专毕业生、科技人员、退役军人和工商企业等从事现代农业建设、发展农村新业态新模式。|||On encouragera les travailleurs migrants retournés à la campagne, les diplômés de l'enseignement professionnel secondaire et supérieur, les chercheurs et techniciens, les militaires démobilisés, ainsi que les entreprises industrielles et commerciales à s'engager dans la modernisation de l'agriculture, et développera de nouvelles activités et de nouveaux modèles dans les régions rurales.
深入推进“互联网+农业”，多渠道增加农民收入，促进农村一二三产业融合发展。|||On promouvra en profondeur l'essor de l'"Internet + agriculture", offrira aux paysans davantage de moyens pour augmenter leurs revenus, et favorisera l'intégration des secteurs primaire, secondaire et tertiaire dans les régions rurales.
全面深化农村改革。|||Approfondir la réforme des régions rurales.
落实第二轮土地承包到期后再延长30年的政策。|||On appliquera des mesures politiques qui permettront de reconduire pour 30 ans les contrats de prise en charge forfaitaire de la terre arrivés à échéance.
探索宅基地所有权、资格权、使用权分置改革。|||On lancera à titre d'essai une réforme consistant à traiter séparément le droit de propriété des terrains réservés au logement, le droit d'utilisation de ceux-ci et le pouvoir de reconnaître ces droits.
改进耕地占补平衡管理办法，建立新增耕地指标、城乡建设用地增减挂钩节余指标跨省域调剂机制，所得收益全部用于脱贫攻坚和支持乡村振兴。|||On améliorera la méthode de gestion visant à assurer l'équilibre entre les terres cultivées réquisitionnées et les terres aménagées en compensation. Pour ce faire, on mettra en place un mécanisme de redistribution interprovincial du quota d'augmentation des terres cultivées et du solde de l'équilibrage entre l'utilisation de terrains à bâtir et le maintien des terres agricoles. Les recettes ainsi générées seront destinées dans leur intégralité à lutter contre la pauvreté et à soutenir le redressement des régions rurales.
深化粮食收储、集体产权、集体林权、国有林区林场、农垦、供销社等改革，使农业农村充满生机活力。|||Il convient, en outre, de mener en profondeur la réforme concernant, entre autres, l'achat et le stockage des céréales, la propriété collective, la propriété forestière collective, les zones forestières publiques et les plantations forestières d'État, les zones de défrichement et les coopératives rurales d'approvisionnement et de vente, afin de revitaliser l'agriculture et les régions rurales.
推动农村各项事业全面发展。|||Stimuler le développement des diverses œuvres rurales.
完善农村医疗、教育、文化等公共服务。|||On renforcera les services publics tels que les soins médicaux, l'éducation et la culture dans les régions rurales.
改善供水、供电、信息等基础设施，新建改建农村公路20万公里。|||On améliorera les infrastructures de l'approvisionnement en eau et en électricité et les infrastructures informatiques, et on construira ou rénovera 200 000 km de routes rurales.
