政府工作报告|||RAPPORT D'ACTIVITÉ DU GOUVERNEMENT
企业作为污染防治主体，必须依法履行环保责任。|||Les entreprises, en tant qu'acteurs principaux dans la prévention et le traitement de la pollution, doivent assumer selon la loi leur responsabilité de protéger l'environnement.
改革创新环境治理方式，对企业既依法依规监管，又重视合理诉求、加强帮扶指导，对需要达标整改的给予合理过渡期，避免处置措施简单粗暴、一关了之。|||Il faut, en réformant le mode d'aménagement de l'environnement et en encourageant l'innovation en la matière, d'une part exercer sur les entreprises une surveillance respectueuse des lois et des règlements, et, d'autre part, prendre en considération leurs revendications légitimes et intensifier les aides et les orientations. Concernant les entreprises qui ont besoin de se transformer pour se conformer aux critères fixés, nous leur accorderons un délai de transition appropriée et éviterons les mesures brutales et simplistes telles que l'arrêt de leurs activités.
企业有内在动力和外部压力，污染防治一定能取得更大成效。|||En combinant les contraintes extérieures et l'initiative propre des entreprises, la lutte contre la pollution obtiendra certainement de meilleurs résultats.
壮大绿色环保产业。|||Fortifier les industries vertes et de l'environnement.
坚持源头治理，加快火电、钢铁行业超低排放改造，实施重污染行业达标排放改造。|||Nous poursuivrons la prévention et le traitement de la pollution à la source. La transformation technique selon les normes les plus strictes en matière d'émissions sera accélérée dans les centrales thermiques et les aciéries, et la rénovation sera effectuée dans les industries gravement polluantes pour que toute émission soit conforme aux normes environnementales.
调整优化能源结构。|||Le bouquet énergétique sera optimisé.
推进煤炭清洁化利用。|||Nous promouvrons l'utilisation propre du charbon.
健全天然气产供储销体系。|||Le système de production, d'approvisionnement, de stockage et de vente du gaz naturel sera mis au point.
大力发展可再生能源，加快解决风、光、水电消纳问题。|||Nous développerons vigoureusement les énergies renouvelables et résoudrons de manière accélérée les problèmes des débouchés de l'électricité éolienne, hydraulique et photovoltaïque.
加大城市污水管网和处理设施建设力度。|||Nous intensifierons la construction de canalisation et d'installations de traitement pour les eaux usées.
促进资源节约集约和循环利用，推广绿色建筑、绿色快递包装。|||Nous promouvrons l'utilisation à la fois économe et intensive des ressources ainsi que leur recyclage, et généraliserons les bâtiments verts et les emballages verts dans la livraison à domicile.
改革完善环境经济政策，健全排污权交易制度，加快发展绿色金融，培育一批专业化环保骨干企业，提升绿色发展能力。|||Nous réformerons et optimiserons les politiques économiques en faveur de la protection environnementale, perfectionnerons le système de transfert payant des droits d'émission de polluants, accélérerons le développement de la « finance verte », et favoriserons l'émergence d'une série d'entreprises têtes de peloton spécialisées dans la protection de l'environnement. Toutes ces mesures ont pour objectifs d'augmenter la capacité de développement vert.
加强生态系统保护修复。|||Renforcer la protection et la reconstitution des écosystèmes.
推进山水林田湖草生态保护修复工程试点，持续抓好国土绿化，加强荒漠化、石漠化、水土流失治理。|||Nous poursuivrons les projets pilotes de protection et de reconstitution des montagnes, des rivières, des forêts, des champs, des lacs et des steppes, mènerons à bien le reboisement, et intensifierons la lutte contre la désertification, l'extension des déserts rocheux et l'érosion des sols.
加大生物多样性保护力度。|||La protection de la biodiversité sera renforcée.
继续开展退耕还林还草还湿。|||Nous poursuivrons nos efforts pour reconvertir les terres abusivement défrichées en forêts, en steppes et en zones humides.
深化国家公园体制改革。|||La réforme du système des parcs nationaux sera approfondie.
健全生态补偿机制。|||Le mécanisme d'indemnisation des dommages à l'environnement sera amélioré.
绿色发展人人有责，贵在行动、成在坚持。|||Que chacun assume sa responsabilité, se lance dans l'action sans hésiter, et poursuive ses efforts inlassablement jusqu'à la réalisation du développement vert.
我们要共同努力，让人民群众享有美丽宜居环境。|||Agissons à l'unisson pour que notre peuple jouisse d'un beau milieu où il fait bon vivre.
（八）深化重点领域改革，加快完善市场机制。|||Approfondir la réforme dans les domaines clés et accélérer la mise au point des mécanismes de marché.
聚焦突出矛盾和关键环节，推动相关改革深化，健全与高质量发展相适应的体制机制，把市场活力和社会创造力充分释放出来。|||Nous devons, en nous attaquant aux incohérences graves et aux maillons clés, promouvoir l'approfondissement des réformes, et parfaire le système institutionnel et les mécanismes adaptés au développement de qualité, afin de libérer pleinement la vitalité du marché et la créativité de la société.
加快国资国企改革。|||Accélérer la réforme des actifs de l'État et des entreprises publiques.
加强和完善国有资产监管，推进国有资本投资、运营公司改革试点，促进国有资产保值增值。|||Pour favoriser la valorisation et la revalorisation optimales des biens publics, nous en intensifierons et en améliorerons le contrôle et la gestion, et poursuivrons la réforme expérimentale des sociétés d'investissement ou d'exploitation des capitaux publics.
积极稳妥推进混合所有制改革。|||L'introduction de la propriété mixte sera poursuivie activement et méthodiquement.
完善公司治理结构，健全市场化经营机制，建立职业经理人等制度。|||Il faut améliorer la structure de gouvernance des entreprises, parachever le mécanisme d'exploitation orienté vers le marché, et établir des systèmes concernant, entre autres, le gestionnaire professionnel.
依法处置“僵尸企业”。|||Nous traiterons, en vertu de la loi, le cas des « entreprises zombies ».
深化电力、油气、铁路等领域改革，自然垄断行业要根据不同行业特点实行网运分开，将竞争性业务全面推向市场。|||Les réformes en cours dans les secteurs de l'électricité, du pétrole, du gaz naturel et des chemins de fer seront poursuivies. Les opérateurs des secteurs en situation de monopole naturel seront tenus de pratiquer, en fonction de leurs conditions spécifiques, la séparation de leurs réseaux d'infrastructures d'avec leurs activités d'exploitation, et leurs activités concurrentielles seront complètement libéralisées.
