政府工作报告|||﻿RAPPORT D'ACTIVITÉ DU GOUVERNEMENT
我们高度重视各国在华公民健康，协同各国驻华机构加强外国侨民信息通报和领事协助，信任、感动与加油成为外国在华人士的普遍心声。|||Très attachés à la santé des ressortissants étrangers en Chine, nous avons renforcé, en coordination avec les représentations des différents pays en Chine, la communication des informations et l'assistance consulaire. Confiance, compassion et solidarité, telles sont le sentiment largement partagé des ressortissants étrangers en Chine.
中国用实实在在的行动赢得了世界的普遍认同与赞赏，生动践行了构建人类命运共同体的庄严承诺。|||Les efforts concrets de la Chine sont reconnus et appréciés par le monde entier, et sont à la hauteur de son engagement solennel en faveur d'une communauté d'avenir partagé pour l'humanité.
第74届联合国大会主席班迪表示，中国在防控疫情过程中展现出的领导力与透明度堪称典范。|||Le Président de l'Assemblée générale des Nations Unies Tijjani Muhammad-Bande a qualifié d'exemplaires le leadership et la transparence dont la Chine fait preuve face à l'épidémie.
巴基斯坦总理伊姆兰·汗表示，整个世界都感谢并赞赏中方应对疫情的努力和成效，没有任何国家可以做得比中国更好。|||Selon le Premier Ministre du Pakistan Imran Khan, le monde entier salue les efforts de la Chine pour combattre l'épidémie ainsi que les résultats obtenus et en est reconnaissant, et aucun autre pays ne peut faire mieux que la Chine.
国际权威专业期刊指出，中国为国际科学界加入抗疫战斗铺平了道路，为科研合作的全球动员奠定了基础。|||Une revue scientifique de renom international a souligné que la Chine avait ouvert la voie à la participation de la communauté scientifique internationale à la lutte contre l'épidémie et qu'elle avait jeté les bases d'une mobilisation planétaire pour la coopération scientifique.
国际社会普遍认为，中国人民为遏制疫情作出重大贡献，中方的防控工作不仅对本国人民生命健康高度负责，更是对全球疾病防控的大力支持。|||Il est largement admis dans la communauté internationale que le peuple chinois a grandement contribué à endiguer l'épidémie et que le travail de la prévention et du contrôle accompli par la Chine est à la hauteur de ses responsabilités envers son peuple, mais aussi et surtout apporte un soutien fort à la prévention et au contrôle de l'épidémie dans le monde.
中国为完善全球公共卫生治理树立了标杆。|||La Chine a montré l'exemple pour l'amélioration de la gouvernance mondiale de la santé publique.
疫情是对中国治理体系和能力的大考，也是对全球治理体系和能力的检验。|||L'épidémie est une épreuve pour le système et la capacité de gouvernance de la Chine, et aussi un test pour le système et la capacité de gouvernance mondiale.
在疫情防控中，中国力量、中国效率、中国速度受到赞誉，中国治理的制度优势得到充分彰显。|||Dans la prévention et le contrôle de l'épidémie, la « force chinoise », l'« efficacité chinoise » et la « vitesse chinoise » ont été hautement appréciées, et les atouts du système de la gouvernance chinoise se sont pleinement affirmés.
在党中央统一指挥、统一协调、统一调度下，我们第一时间成立联防联控工作机制，全国31个省区市启动重大突发公共卫生事件一级响应，全国各地数万名医护人员和大量医疗与生活物资迅速有序驰援湖北，生动展现了中国特色社会主义制度“集中力量办大事”的优势。|||Sous la direction et la coordination du Comité central du PCC, un mécanisme interministériel pour la prévention et le contrôle de l'épidémie a été rapidement mis en place, 31 provinces, régions et villes chinoises ont déclenché le plan d'urgence de santé publique de niveau 1, des dizaines de milliers de personnels de santé de tout le pays et d'importantes quantités de matériel médical et de produits de première nécessité sont arrivés dans le Hubei de manière rapide et organisée, traduisant parfaitement les avantages du système du socialisme aux couleurs chinoises capable de mobiliser les ressources de tout le pays pour accomplir de grandes tâches.
国际舆论认为，中方行动速度之快、力度之大、范围之广世所罕见，展现出的领导能力、应对能力、组织动员能力、贯彻执行能力令人赞叹，为世界各国抗击疫情树立了典范，为国际社会应对传染病危机、推进全球公共卫生治理积累了有益经验，提供了重要借鉴。|||L'opinion internationale a salué l'action chinoise qui est d'une rapidité, d'une force et d'une ampleur rarement constatées dans le monde, et a hautement apprécié le leadership et les capacités de réaction, d'organisation, de mobilisation et d'application impressionnantes de la Chine. La Chine a ainsi montré l'exemple aux autres pays dans la lutte contre l'épidémie et accumulé des expériences utiles pour la communauté internationale en matière de gestion des crises de maladies infectieuses et de perfectionnement de la gouvernance mondiale de santé publique.
人类文明史就是一场与疾病的抗争史。|||L'histoire de la civilisation humaine est celle de la lutte contre les maladies.
这次新冠肺炎疫情再次给国际社会带来深刻启示：在全球化时代，各国命运相连、休戚相关，构建人类命运共同体是人类社会发展进步的唯一正确方向。|||De la lutte contre la COVID-19 la communauté internationale tire un enseignement profond : dans un monde globalisé, tous les pays sont liés et interdépendants, et construire une communauté d'avenir partagé pour l'humanité est la seule voie valable qui mène au développement et au progrès de l'humanité.
中国将以携手抗击疫情为契机，加强国际协调合作，共同呵护人类赖以居住的星球，共同建设荣损与共的地球村。|||La Chine saisira l'opportunité que représente la lutte commune contre l'épidémie pour renforcer la coordination et la coopération au niveau international afin que tous les pays conjuguent leurs efforts pour protéger ensemble la Terre, seul et unique foyer de l'humanité, et construire un village planétaire solidaire et prospère.
我们将秉持人类命运共同体理念，积极开展抗疫国际和地区合作。|||Fidèles à la vision de la communauté d'avenir partagé pour l'humanité, nous resterons activement engagés dans la coopération internationale et régionale contre la COVID-19.
战胜这场疫情不仅攸关中国人民的生命和健康，也关系到世界各国人民的安全和福祉。|||Car cette bataille met en jeu non seulement la vie et la santé du peuple chinois, mais aussi la sécurité et le bien-être de tous les peuples du monde.
我们将按照党中央部署，围绕统筹推进新冠肺炎疫情防控和经济社会发展做好涉外工作，推动中外人员往来和各领域合作有序进行。|||Conformément aux dispositions prises par le Comité central du PCC, nous articulerons nos efforts diplomatiques autour de l'objectif de faire avancer de manière coordonnée la lutte contre l'épidémie et le développement économique et social du pays, et travaillerons au bon déroulement des échanges humains et de la coopération dans différents domaines entre la Chine et le reste du monde.
我们将扩大抗疫双多边合作，继续同世卫组织保持良好沟通，探索开展跨国联防联控，加强卫生、检疫、交通、出入境等部门协调，及时分享疫情信息、防控措施和研究成果，加强抗病毒药物及疫苗联合研发。|||Nous élargirons la coopération bilatérale et multilatérale contre l'épidémie. Nous poursuivrons l'excellente communication avec l'OMS, explorerons des mécanismes de coordination transnationaux pour la prévention et le contrôle, et renforcerons la coordination entre les autorités de santé, de quarantaine, de transport et de contrôle frontalier. Nous continuerons de partager sans tarder les informations sur l'épidémie, les mesures de prévention et de contrôle ainsi que les résultats de la recherche scientifique, et de renforcer la R&D conjointe de médicaments et de vaccins contre ce virus.
